lat,lon,dhw,sst,ssta
-10.725,144.875,9.92,29.57,1.13
-10.725,145.125,10.79,29.48,1.03
-10.725,145.375,10.48,29.44,0.98
-10.725,145.625,10.55,29.33,0.86
-10.725,145.875,10.65,29.24,0.79
-10.725,146.125,10.55,29.33,0.92
-10.725,146.375,10.35,29.35,0.96
-10.725,146.625,10.27,29.24,0.81
-10.725,146.875,9.87,29.16,0.74
-10.725,147.125,9.56,29.08,0.66
-10.725,147.375,9.13,29.09,0.64
-10.725,147.625,8.83,29.19,0.69
-10.725,147.875,9.65,29.41,0.89
-10.725,148.125,10.52,29.68,1.13
-10.725,148.375,10.61,29.83,1.27
-10.725,148.625,11.72,29.88,1.36
-10.725,148.875,11.28,29.94,1.42
-10.725,149.125,10.39,29.99,1.47
-10.725,149.375,9.49,30.04,1.5
-10.725,149.625,8.51,30.05,1.46
-10.725,149.875,9.03,29.97,1.38
-10.725,150.125,8.05,29.94,1.37
-10.725,150.375,7.09,30.04,1.5
-10.725,150.625,3.41,30.08,1.6
-10.725,150.875,2.68,30.12,1.75
-10.725,151.125,2.87,30.03,1.76
-10.725,151.375,3.12,29.99,1.74
-10.725,151.625,3.62,29.8,1.55
-10.725,151.875,4.32,29.58,1.31
-10.725,152.125,4.31,29.53,1.19
-10.725,152.375,5.51,29.54,1.16
-10.725,152.625,7.3,29.57,1.09
-10.725,152.875,7.14,29.66,1.08
-10.725,153.125,7.81,29.82,1.2
-10.725,153.375,8.38,30.07,1.43
-10.725,153.625,7.99,30.18,1.54
-10.725,153.875,7.73,30.25,1.62
-10.775,142.075,2.47,29.25,0.68
-10.775,142.325,1.77,29.33,0.8
-10.775,142.675,3.67,29.69,1.2
-10.775,142.925,5.7,29.9,1.41
-10.775,143.175,5.55,29.88,1.39
-10.775,143.425,4.74,29.66,1.22
-10.775,143.675,2.95,29.5,1.14
-10.775,143.925,2.99,29.53,1.3
-10.775,144.175,5.87,29.51,1.28
-10.775,144.425,6.37,29.5,1.17
-10.775,144.675,8.79,29.57,1.17
-10.775,144.925,10.05,29.55,1.11
-10.775,145.175,10.32,29.47,1.02
-10.775,145.425,10.56,29.43,0.97
-10.775,145.675,10.01,29.31,0.85
-10.775,145.925,10.04,29.24,0.81
-10.775,146.175,10.55,29.33,0.93
-10.775,146.425,10.48,29.31,0.92
-10.775,146.675,10.06,29.22,0.79
-10.775,146.925,9.98,29.12,0.7
-10.775,147.175,9.44,29.06,0.65
-10.775,147.425,9.05,29.08,0.63
-10.775,147.675,8.88,29.21,0.71
-10.775,147.925,9.69,29.46,0.94
-10.775,148.175,10.63,29.73,1.17
-10.775,148.425,10.62,29.84,1.29
-10.775,148.675,11.72,29.88,1.36
-10.775,148.925,10.57,29.94,1.42
-10.775,149.175,10.37,29.98,1.47
-10.775,149.425,9.23,30.02,1.48
-10.775,149.675,8.34,30.03,1.45
-10.775,149.925,8.72,29.98,1.41
-10.775,150.175,8.04,29.97,1.41
-10.775,150.425,7.02,30.08,1.55
-10.775,150.675,3.3,30.12,1.65
-10.775,150.925,2.26,30.14,1.79
-10.775,151.175,3.33,30.06,1.79
-10.775,151.425,3.13,29.97,1.71
-10.775,151.675,3.45,29.78,1.52
-10.775,151.925,4.22,29.62,1.34
-10.775,152.175,4.04,29.57,1.24
-10.775,152.425,5.49,29.53,1.17
-10.775,152.675,7.37,29.56,1.1
-10.775,152.925,7.33,29.66,1.09
-10.775,153.175,7.43,29.86,1.24
-10.775,153.425,8.33,30.09,1.46
-10.775,153.675,7.87,30.19,1.55
-10.775,153.925,7.73,30.23,1.6
-10.825,142.125,1.95,29.2,0.61
-10.825,142.375,1.63,29.32,0.79
-10.825,142.725,4.15,29.74,1.24
-10.825,142.975,5.89,29.93,1.43
-10.825,143.225,5.44,29.87,1.38
-10.825,143.475,4.7,29.63,1.19
-10.825,143.725,2.62,29.51,1.15
-10.825,143.975,3.41,29.54,1.32
-10.825,144.225,6.06,29.51,1.26
-10.825,144.475,7.41,29.52,1.17
-10.825,144.725,8.94,29.57,1.16
-10.825,144.975,9.81,29.53,1.09
-10.825,145.225,9.89,29.47,1.03
-10.825,145.475,10.52,29.42,0.96
-10.825,145.725,10.05,29.29,0.84
-10.825,145.975,9.8,29.23,0.81
-10.825,146.225,10.57,29.31,0.92
-10.825,146.475,10.13,29.26,0.87
-10.825,146.725,9.98,29.18,0.76
-10.825,146.975,9.9,29.08,0.67
-10.825,147.225,9.42,29.04,0.63
-10.825,147.475,8.68,29.09,0.63
-10.825,147.725,8.89,29.24,0.75
-10.825,147.975,9.89,29.52,1.0
-10.825,148.225,10.32,29.78,1.21
-10.825,148.475,10.75,29.85,1.31
-10.825,148.725,11.17,29.88,1.37
-10.825,148.975,10.66,29.94,1.42
-10.825,149.225,10.44,29.98,1.48
-10.825,149.475,8.97,30.0,1.47
-10.825,149.725,8.46,30.02,1.46
-10.825,149.975,8.84,29.98,1.42
-10.825,150.225,8.15,30.02,1.47
-10.825,150.475,7.7,30.15,1.62
-10.825,150.725,3.33,30.14,1.68
-10.825,150.975,2.44,30.17,1.82
-10.825,151.225,3.47,30.1,1.83
-10.825,151.475,3.76,29.98,1.7
-10.825,151.725,3.43,29.78,1.51
-10.825,151.975,4.26,29.69,1.4
-10.825,152.225,4.12,29.58,1.26
-10.825,152.475,5.53,29.5,1.16
-10.825,152.725,7.51,29.56,1.11
-10.825,152.975,7.48,29.67,1.11
-10.825,153.225,7.55,29.89,1.28
-10.825,153.475,8.13,30.11,1.48
-10.825,153.725,7.88,30.21,1.56
-10.825,153.975,7.67,30.18,1.53
-10.875,142.175,1.34,29.18,0.58
-10.875,142.525,2.74,29.54,1.01
-10.875,142.775,4.61,29.79,1.29
-10.875,143.025,5.89,29.95,1.44
-10.875,143.275,5.16,29.85,1.37
-10.875,143.525,4.47,29.6,1.16
-10.875,143.775,2.9,29.52,1.17
-10.875,144.025,4.24,29.54,1.33
-10.875,144.275,6.26,29.51,1.25
-10.875,144.525,7.74,29.54,1.19
-10.875,144.775,9.31,29.57,1.16
-10.875,145.025,9.58,29.52,1.1
-10.875,145.275,9.61,29.48,1.04
-10.875,145.525,10.08,29.41,0.96
-10.875,145.775,9.81,29.27,0.83
-10.875,146.025,9.74,29.24,0.83
-10.875,146.275,10.58,29.29,0.91
-10.875,146.525,10.15,29.23,0.84
-10.875,146.775,10.01,29.14,0.72
-10.875,147.025,9.56,29.05,0.64
-10.875,147.275,9.45,29.04,0.62
-10.875,147.525,8.83,29.1,0.64
-10.875,147.775,9.12,29.28,0.79
-10.875,148.025,9.62,29.58,1.06
-10.875,148.275,10.33,29.81,1.24
-10.875,148.525,10.68,29.86,1.33
-10.875,148.775,10.94,29.89,1.37
-10.875,149.025,10.38,29.94,1.42
-10.875,149.275,10.25,29.97,1.48
-10.875,149.525,8.7,29.97,1.46
-10.875,149.775,8.65,30.0,1.47
-10.875,150.025,9.04,29.98,1.43
-10.875,150.275,8.16,30.08,1.53
-10.875,150.525,7.16,30.21,1.67
-10.875,150.775,3.45,30.14,1.68
-10.875,151.025,2.95,30.18,1.84
-10.875,151.275,4.19,30.1,1.81
-10.875,151.525,4.26,29.94,1.64
-10.875,151.775,3.81,29.78,1.5
-10.875,152.025,4.16,29.73,1.42
-10.875,152.275,4.19,29.57,1.27
-10.875,152.525,5.86,29.49,1.17
-10.875,152.775,8.09,29.57,1.13
-10.875,153.025,7.43,29.69,1.15
-10.875,153.275,7.5,29.95,1.34
-10.875,153.525,8.16,30.13,1.5
-10.875,153.775,7.54,30.2,1.55
-10.875,154.025,7.62,30.11,1.45
-10.925,142.225,1.19,29.17,0.57
-10.925,142.625,3.26,29.63,1.11
-10.925,142.875,4.71,29.87,1.35
-10.925,143.125,5.91,29.95,1.44
-10.925,143.375,5.13,29.76,1.28
-10.925,143.625,4.04,29.54,1.1
-10.925,143.875,3.04,29.52,1.21
-10.925,144.125,5.58,29.52,1.31
-10.925,144.375,7.24,29.51,1.22
-10.925,144.625,8.59,29.55,1.18
-10.925,144.875,9.22,29.55,1.15
-10.925,145.125,9.43,29.5,1.09
-10.925,145.375,9.97,29.46,1.03
-10.925,145.625,9.78,29.35,0.92
-10.925,145.875,9.86,29.23,0.81
-10.925,146.125,9.64,29.25,0.85
-10.925,146.375,10.03,29.27,0.89
-10.925,146.625,9.68,29.18,0.77
-10.925,146.875,9.48,29.08,0.66
-10.925,147.125,9.62,29.02,0.6
-10.925,147.375,9.1,29.05,0.62
-10.925,147.625,8.87,29.15,0.69
-10.925,147.875,9.34,29.38,0.87
-10.925,148.125,10.01,29.7,1.15
-10.925,148.375,10.43,29.86,1.3
-10.925,148.625,10.57,29.88,1.36
-10.925,148.875,10.93,29.91,1.39
-10.925,149.125,10.12,29.94,1.44
-10.925,149.375,9.48,29.94,1.46
-10.925,149.625,8.85,29.96,1.47
-10.925,149.875,9.25,29.99,1.47
-10.925,150.125,8.74,30.02,1.46
-10.925,150.375,8.79,30.18,1.63
-10.925,150.625,6.49,30.22,1.68
-10.925,150.875,2.94,30.16,1.73
-10.925,151.125,3.52,30.16,1.83
-10.925,151.375,4.65,30.06,1.74
-10.925,151.625,4.41,29.88,1.57
-10.925,151.875,4.33,29.81,1.51
-10.925,152.125,4.27,29.71,1.39
-10.925,152.375,3.99,29.54,1.26
-10.925,152.625,6.93,29.49,1.16
-10.925,152.875,8.38,29.61,1.14
-10.925,153.125,7.26,29.76,1.2
-10.925,153.375,7.51,30.07,1.46
-10.925,153.625,8.11,30.17,1.52
-10.925,153.875,7.57,30.14,1.47
-10.975,142.075,1.31,29.18,0.53
-10.975,142.525,1.9,29.51,0.96
-10.975,142.825,4.19,29.82,1.29
-10.975,143.075,5.7,29.95,1.43
-10.975,143.325,5.21,29.82,1.32
-10.975,143.575,4.56,29.57,1.1
-10.975,143.825,2.86,29.5,1.14
-10.975,144.075,4.64,29.51,1.3
-10.975,144.325,7.06,29.5,1.24
-10.975,144.575,8.3,29.54,1.19
-10.975,144.825,9.08,29.55,1.17
-10.975,145.075,8.9,29.51,1.12
-10.975,145.325,9.67,29.47,1.06
-10.975,145.575,9.41,29.37,0.95
-10.975,145.825,9.68,29.24,0.83
-10.975,146.075,9.49,29.22,0.82
-10.975,146.325,9.77,29.27,0.89
-10.975,146.575,9.66,29.19,0.79
-10.975,146.825,9.25,29.09,0.66
-10.975,147.075,9.52,29.02,0.6
-10.975,147.325,9.04,29.04,0.62
-10.975,147.575,8.79,29.12,0.67
-10.975,147.825,9.33,29.32,0.82
-10.975,148.075,9.87,29.63,1.09
-10.975,148.325,10.18,29.86,1.3
-10.975,148.575,10.24,29.9,1.38
-10.975,148.825,10.61,29.91,1.4
-10.975,149.075,10.1,29.93,1.43
-10.975,149.325,9.68,29.92,1.46
-10.975,149.575,8.47,29.91,1.44
-10.975,149.825,9.05,29.96,1.47
-10.975,150.075,9.35,30.01,1.46
-10.975,150.325,9.05,30.17,1.61
-10.975,150.575,7.71,30.24,1.68
-10.975,150.825,3.49,30.15,1.68
-10.975,151.075,3.22,30.16,1.8
-10.975,151.325,4.21,30.09,1.76
-10.975,151.575,4.82,29.89,1.56
-10.975,151.825,4.16,29.86,1.54
-10.975,152.075,4.62,29.82,1.49
-10.975,152.325,3.54,29.58,1.3
-10.975,152.575,5.48,29.5,1.2
-10.975,152.825,7.78,29.6,1.17
-10.975,153.075,7.91,29.71,1.17
-10.975,153.325,7.24,30.03,1.44
-10.975,153.575,8.15,30.17,1.53
-10.975,153.825,7.88,30.12,1.44
-11.025,142.025,1.49,29.24,0.58
-11.025,142.875,4.35,29.85,1.31
-11.025,143.125,5.71,29.95,1.42
-11.025,143.375,5.0,29.77,1.26
-11.025,143.625,4.31,29.53,1.06
-11.025,143.875,2.54,29.48,1.14
-11.025,144.125,5.25,29.49,1.28
-11.025,144.375,7.48,29.5,1.22
-11.025,144.625,8.27,29.54,1.2
-11.025,144.875,9.05,29.53,1.17
-11.025,145.125,8.8,29.49,1.11
-11.025,145.375,9.29,29.44,1.04
-11.025,145.625,9.33,29.33,0.93
-11.025,145.875,9.66,29.22,0.82
-11.025,146.125,9.03,29.22,0.84
-11.025,146.375,9.31,29.25,0.87
-11.025,146.625,8.87,29.16,0.75
-11.025,146.875,9.1,29.06,0.62
-11.025,147.125,9.12,29.02,0.59
-11.025,147.375,8.97,29.06,0.63
-11.025,147.625,8.83,29.14,0.69
-11.025,147.875,9.32,29.36,0.86
-11.025,148.125,9.86,29.69,1.15
-11.025,148.375,9.94,29.89,1.34
-11.025,148.625,9.95,29.92,1.42
-11.025,148.875,10.17,29.91,1.4
-11.025,149.125,10.04,29.92,1.43
-11.025,149.375,9.25,29.89,1.43
-11.025,149.625,8.92,29.88,1.43
-11.025,149.875,9.28,29.94,1.46
-11.025,150.125,9.57,30.04,1.49
-11.025,150.375,9.0,30.22,1.65
-11.025,150.625,7.62,30.2,1.64
-11.025,150.875,3.4,30.16,1.69
-11.025,151.125,3.0,30.12,1.75
-11.025,151.375,4.45,30.06,1.71
-11.025,151.625,4.36,29.88,1.54
-11.025,151.875,4.29,29.91,1.58
-11.025,152.125,4.52,29.81,1.47
-11.025,152.375,3.19,29.59,1.31
-11.025,152.625,4.94,29.53,1.21
-11.025,152.875,7.4,29.64,1.19
-11.025,153.125,7.77,29.78,1.23
-11.025,153.375,7.51,30.13,1.55
-11.025,153.625,8.41,30.19,1.55
-11.025,153.875,7.37,30.06,1.38
-11.075,142.075,1.33,29.25,0.57
-11.075,142.925,4.42,29.87,1.32
-11.075,143.175,5.43,29.93,1.39
-11.075,143.425,5.19,29.71,1.2
-11.075,143.675,3.9,29.48,1.01
-11.075,143.925,2.5,29.46,1.14
-11.075,144.175,6.0,29.47,1.26
-11.075,144.425,7.73,29.5,1.21
-11.075,144.675,8.55,29.54,1.2
-11.075,144.925,8.52,29.51,1.16
-11.075,145.175,8.24,29.48,1.1
-11.075,145.425,8.83,29.41,1.02
-11.075,145.675,9.47,29.29,0.9
-11.075,145.925,9.9,29.21,0.81
-11.075,146.175,8.92,29.23,0.85
-11.075,146.425,8.45,29.24,0.86
-11.075,146.675,8.48,29.13,0.7
-11.075,146.925,9.01,29.04,0.59
-11.075,147.175,9.07,29.02,0.59
-11.075,147.425,8.71,29.07,0.64
-11.075,147.675,9.06,29.17,0.72
-11.075,147.925,9.79,29.41,0.91
-11.075,148.175,9.65,29.74,1.19
-11.075,148.425,9.48,29.92,1.39
-11.075,148.675,9.66,29.93,1.44
-11.075,148.925,9.54,29.91,1.41
-11.075,149.175,10.04,29.91,1.44
-11.075,149.425,9.2,29.85,1.4
-11.075,149.675,8.89,29.84,1.4
-11.075,149.925,9.21,29.93,1.44
-11.075,150.175,9.7,30.06,1.5
-11.075,150.425,9.39,30.22,1.65
-11.075,150.675,7.65,30.16,1.61
-11.075,150.925,3.61,30.17,1.7
-11.075,151.175,3.37,30.12,1.75
-11.075,151.425,5.01,30.02,1.65
-11.075,151.675,4.5,29.91,1.55
-11.075,151.925,4.69,29.95,1.61
-11.075,152.175,4.22,29.8,1.46
-11.075,152.425,2.43,29.63,1.33
-11.075,152.675,4.73,29.57,1.23
-11.075,152.925,6.8,29.69,1.22
-11.075,153.175,7.22,29.88,1.32
-11.075,153.425,7.81,30.2,1.62
-11.075,153.675,8.41,30.18,1.53
-11.075,153.925,7.34,29.99,1.3
-11.125,142.125,1.66,29.31,0.62
-11.125,142.975,4.96,29.89,1.34
-11.125,143.225,5.27,29.9,1.36
-11.125,143.475,4.86,29.65,1.13
-11.125,143.725,3.37,29.44,0.98
-11.125,143.975,3.27,29.44,1.15
-11.125,144.225,6.89,29.46,1.24
-11.125,144.475,7.77,29.5,1.21
-11.125,144.725,8.5,29.53,1.2
-11.125,144.975,7.76,29.5,1.16
-11.125,145.225,8.19,29.45,1.08
-11.125,145.475,8.82,29.36,0.98
-11.125,145.725,9.84,29.25,0.86
-11.125,145.975,10.03,29.21,0.82
-11.125,146.225,8.72,29.23,0.86
-11.125,146.475,8.03,29.21,0.82
-11.125,146.725,8.4,29.1,0.66
-11.125,146.975,9.11,29.03,0.57
-11.125,147.225,9.3,29.03,0.59
-11.125,147.475,9.05,29.09,0.65
-11.125,147.725,9.45,29.2,0.75
-11.125,147.975,9.84,29.46,0.95
-11.125,148.225,9.39,29.79,1.23
-11.125,148.475,9.41,29.94,1.43
-11.125,148.725,9.23,29.94,1.46
-11.125,148.975,9.81,29.91,1.42
-11.125,149.225,10.09,29.88,1.42
-11.125,149.475,9.24,29.81,1.37
-11.125,149.725,8.96,29.82,1.38
-11.125,149.975,9.51,29.92,1.42
-11.125,150.225,9.84,30.08,1.51
-11.125,150.475,9.48,30.21,1.64
-11.125,150.725,7.88,30.15,1.61
-11.125,150.975,4.04,30.18,1.72
-11.125,151.225,3.7,30.13,1.74
-11.125,151.475,4.87,30.0,1.61
-11.125,151.725,4.36,29.94,1.57
-11.125,151.975,5.32,29.99,1.63
-11.125,152.225,3.49,29.77,1.43
-11.125,152.475,2.21,29.68,1.36
-11.125,152.725,4.17,29.61,1.23
-11.125,152.975,6.88,29.74,1.24
-11.125,153.225,7.15,30.0,1.44
-11.125,153.475,8.42,30.26,1.68
-11.125,153.725,8.39,30.14,1.48
-11.125,153.975,7.39,29.93,1.25
-11.175,142.775,4.3,29.72,1.15
-11.175,143.025,5.3,29.9,1.35
-11.175,143.275,5.22,29.86,1.32
-11.175,143.525,4.73,29.58,1.05
-11.175,143.775,2.91,29.4,0.96
-11.175,144.025,3.7,29.42,1.17
-11.175,144.275,6.98,29.45,1.22
-11.175,144.525,8.12,29.5,1.21
-11.175,144.775,7.7,29.52,1.21
-11.175,145.025,7.83,29.48,1.14
-11.175,145.275,8.35,29.42,1.05
-11.175,145.525,9.0,29.32,0.94
-11.175,145.775,10.0,29.23,0.84
-11.175,146.025,9.94,29.21,0.82
-11.175,146.275,8.44,29.23,0.86
-11.175,146.525,7.88,29.18,0.78
-11.175,146.775,8.16,29.09,0.62
-11.175,147.025,8.94,29.03,0.56
-11.175,147.275,9.23,29.06,0.61
-11.175,147.525,9.01,29.11,0.67
-11.175,147.775,9.72,29.24,0.79
-11.175,148.025,9.9,29.52,1.0
-11.175,148.275,8.98,29.83,1.27
-11.175,148.525,9.14,29.95,1.46
-11.175,148.775,9.48,29.93,1.45
-11.175,149.025,10.06,29.89,1.4
-11.175,149.275,9.97,29.85,1.39
-11.175,149.525,9.54,29.77,1.34
-11.175,149.775,9.31,29.79,1.35
-11.175,150.025,9.95,29.92,1.4
-11.175,150.275,10.38,30.09,1.52
-11.175,150.525,9.9,30.17,1.61
-11.175,150.775,8.21,30.16,1.64
-11.175,151.025,4.76,30.18,1.73
-11.175,151.275,4.23,30.19,1.78
-11.175,151.525,4.91,30.08,1.67
-11.175,151.775,4.69,30.01,1.63
-11.175,152.025,5.79,30.03,1.65
-11.175,152.275,3.46,29.77,1.42
-11.175,152.525,2.61,29.73,1.38
-11.175,152.775,4.9,29.67,1.25
-11.175,153.025,6.84,29.82,1.3
-11.175,153.275,6.87,30.16,1.59
-11.175,153.525,8.47,30.27,1.68
-11.175,153.775,8.28,30.09,1.42
-11.175,154.025,7.37,29.88,1.22
-11.225,142.825,4.35,29.72,1.14
-11.225,143.075,5.74,29.89,1.33
-11.225,143.325,5.09,29.81,1.26
-11.225,143.575,4.22,29.51,1.0
-11.225,143.825,3.06,29.37,0.96
-11.225,144.075,4.48,29.41,1.19
-11.225,144.325,7.52,29.44,1.2
-11.225,144.575,8.05,29.49,1.2
-11.225,144.825,7.27,29.5,1.19
-11.225,145.075,7.67,29.46,1.12
-11.225,145.325,8.3,29.37,1.0
-11.225,145.575,9.49,29.27,0.89
-11.225,145.825,9.96,29.21,0.81
-11.225,146.075,9.83,29.22,0.84
-11.225,146.325,8.09,29.22,0.85
-11.225,146.575,7.72,29.16,0.74
-11.225,146.825,8.16,29.08,0.6
-11.225,147.075,8.94,29.04,0.56
-11.225,147.325,8.89,29.09,0.62
-11.225,147.575,9.22,29.13,0.69
-11.225,147.825,10.55,29.29,0.83
-11.225,148.075,9.86,29.58,1.05
-11.225,148.325,9.2,29.86,1.3
-11.225,148.575,9.23,29.97,1.5
-11.225,148.825,9.34,29.92,1.45
-11.225,149.075,10.24,29.87,1.39
-11.225,149.325,10.0,29.81,1.35
-11.225,149.575,9.7,29.74,1.31
-11.225,149.825,9.39,29.77,1.32
-11.225,150.075,9.97,29.92,1.39
-11.225,150.325,10.79,30.09,1.52
-11.225,150.575,9.95,30.15,1.6
-11.225,150.825,8.23,30.18,1.67
-11.225,151.075,5.27,30.2,1.75
-11.225,151.325,4.7,30.2,1.76
-11.225,151.575,5.05,30.19,1.76
-11.225,151.825,5.19,30.08,1.69
-11.225,152.075,5.66,30.06,1.66
-11.225,152.325,3.12,29.85,1.48
-11.225,152.575,2.97,29.79,1.4
-11.225,152.825,5.55,29.78,1.32
-11.225,153.075,7.46,29.93,1.38
-11.225,153.375,7.25,30.3,1.73
-11.225,153.625,8.59,30.23,1.61
-11.225,153.875,7.92,29.98,1.3
-11.275,142.075,1.98,29.59,0.87
-11.275,142.925,4.79,29.78,1.21
-11.275,143.175,5.44,29.88,1.33
-11.275,143.425,4.99,29.69,1.14
-11.275,143.675,3.28,29.4,0.92
-11.275,143.925,2.37,29.36,1.04
-11.275,144.175,5.61,29.4,1.18
-11.275,144.425,8.19,29.44,1.17
-11.275,144.675,7.82,29.49,1.19
-11.275,144.925,7.22,29.49,1.17
-11.275,145.175,7.85,29.42,1.06
-11.275,145.425,8.67,29.3,0.93
-11.275,145.675,10.01,29.23,0.84
-11.275,145.925,10.14,29.21,0.82
-11.275,146.175,9.4,29.23,0.86
-11.275,146.425,8.02,29.2,0.8
-11.275,146.675,7.57,29.13,0.66
-11.275,146.925,8.29,29.07,0.58
-11.275,147.175,9.49,29.07,0.58
-11.275,147.425,8.71,29.12,0.65
-11.275,147.675,10.14,29.19,0.76
-11.275,147.925,10.4,29.4,0.91
-11.275,148.175,9.5,29.7,1.14
-11.275,148.425,9.1,29.92,1.4
-11.275,148.675,9.17,29.96,1.5
-11.275,148.925,9.56,29.89,1.41
-11.275,149.175,10.38,29.83,1.35
-11.275,149.425,10.32,29.75,1.3
-11.275,149.675,9.92,29.7,1.27
-11.275,149.925,10.07,29.79,1.31
-11.275,150.175,10.77,29.96,1.4
-11.275,150.425,10.75,30.1,1.55
-11.275,150.675,9.66,30.14,1.61
-11.275,150.925,8.1,30.19,1.71
-11.275,151.175,5.82,30.22,1.77
-11.275,151.425,5.33,30.24,1.77
-11.275,151.675,5.69,30.23,1.79
-11.275,151.925,5.87,30.15,1.73
-11.275,152.175,5.16,30.03,1.61
-11.275,152.425,3.53,29.9,1.49
-11.275,152.675,4.27,29.82,1.39
-11.275,152.925,7.17,29.96,1.45
-11.275,153.175,7.18,30.14,1.56
-11.275,153.425,7.46,30.29,1.72
-11.275,153.675,8.3,30.18,1.55
-11.275,153.925,7.43,29.93,1.26
-11.325,142.125,1.81,29.65,0.93
-11.325,143.025,5.56,29.82,1.25
-11.325,143.275,5.2,29.82,1.27
-11.325,143.525,4.55,29.55,1.03
-11.325,143.775,2.96,29.34,0.92
-11.325,144.025,3.34,29.37,1.12
-11.325,144.275,7.71,29.4,1.16
-11.325,144.525,8.72,29.45,1.17
-11.325,144.775,7.45,29.49,1.18
-11.325,145.025,7.63,29.47,1.12
-11.325,145.275,8.29,29.35,0.97
-11.325,145.525,8.94,29.25,0.86
-11.325,145.775,10.22,29.21,0.81
-11.325,146.025,9.94,29.23,0.84
-11.325,146.275,9.11,29.22,0.84
-11.325,146.525,8.38,29.18,0.75
-11.325,146.775,8.14,29.12,0.62
-11.325,147.025,8.73,29.09,0.59
-11.325,147.275,9.71,29.12,0.61
-11.325,147.525,9.06,29.15,0.69
-11.325,147.775,10.81,29.26,0.81
-11.325,148.025,10.26,29.51,0.99
-11.325,148.275,9.05,29.81,1.24
-11.325,148.525,9.39,29.96,1.48
-11.325,148.775,9.22,29.93,1.47
-11.325,149.025,10.15,29.85,1.37
-11.325,149.275,10.69,29.79,1.32
-11.325,149.525,10.44,29.71,1.27
-11.325,149.775,9.9,29.7,1.25
-11.325,150.025,10.64,29.83,1.32
-11.325,150.275,11.09,30.0,1.44
-11.325,150.525,10.7,30.1,1.57
-11.325,150.775,9.24,30.16,1.66
-11.325,151.025,8.01,30.2,1.73
-11.325,151.275,6.11,30.24,1.77
-11.325,151.525,6.5,30.34,1.86
-11.325,151.775,6.12,30.27,1.82
-11.325,152.025,6.62,30.17,1.72
-11.325,152.275,4.85,30.04,1.6
-11.325,152.525,3.61,29.97,1.52
-11.325,152.775,6.14,29.9,1.42
-11.325,153.025,8.0,30.14,1.57
-11.325,153.275,7.19,30.27,1.68
-11.325,153.525,7.68,30.27,1.68
-11.325,153.775,8.16,30.06,1.4
-11.325,154.025,6.65,29.85,1.21
-11.375,142.925,4.69,29.72,1.12
-11.375,143.175,5.05,29.83,1.27
-11.375,143.425,4.93,29.67,1.13
-11.375,143.675,3.14,29.38,0.92
-11.375,143.925,2.06,29.34,1.04
-11.375,144.175,6.02,29.38,1.16
-11.375,144.425,8.63,29.41,1.13
-11.375,144.675,8.44,29.46,1.16
-11.375,144.925,7.76,29.48,1.15
-11.375,145.175,8.21,29.4,1.02
-11.375,145.425,8.36,29.25,0.86
-11.375,145.675,9.48,29.21,0.8
-11.375,145.925,9.87,29.22,0.81
-11.375,146.175,9.51,29.23,0.84
-11.375,146.425,8.98,29.2,0.79
-11.375,146.675,8.39,29.15,0.66
-11.375,146.925,7.73,29.12,0.61
-11.375,147.175,9.58,29.13,0.61
-11.375,147.425,9.07,29.17,0.67
-11.375,147.675,10.58,29.21,0.76
-11.375,147.925,10.86,29.4,0.91
-11.375,148.175,9.97,29.7,1.14
-11.375,148.425,9.59,29.93,1.41
-11.375,148.675,9.35,29.98,1.52
-11.375,148.925,9.56,29.88,1.41
-11.375,149.175,10.37,29.81,1.33
-11.375,149.425,10.56,29.73,1.28
-11.375,149.675,10.39,29.67,1.24
-11.375,149.925,10.71,29.75,1.27
-11.375,150.175,11.0,29.9,1.35
-11.375,150.425,10.97,30.05,1.52
-11.375,150.675,9.99,30.13,1.62
-11.375,150.925,8.99,30.19,1.71
-11.375,151.175,7.52,30.21,1.74
-11.375,151.425,6.61,30.3,1.8
-11.375,151.675,6.94,30.33,1.85
-11.375,151.925,6.96,30.27,1.8
-11.375,152.175,6.13,30.14,1.67
-11.375,152.425,4.86,30.06,1.58
-11.375,152.675,5.34,30.01,1.53
-11.375,152.925,7.96,30.1,1.55
-11.375,153.175,7.55,30.24,1.64
-11.375,153.425,6.93,30.26,1.68
-11.375,153.675,7.64,30.15,1.51
-11.375,153.925,6.43,29.91,1.26
-11.425,142.125,1.49,29.73,0.99
-11.425,143.025,4.92,29.75,1.16
-11.425,143.275,4.51,29.78,1.23
-11.425,143.525,4.4,29.53,1.03
-11.425,143.775,2.5,29.32,0.93
-11.425,144.025,3.98,29.35,1.1
-11.425,144.275,8.28,29.37,1.11
-11.425,144.525,9.0,29.42,1.12
-11.425,144.775,8.26,29.46,1.14
-11.425,145.025,7.78,29.46,1.09
-11.425,145.275,7.93,29.32,0.93
-11.425,145.525,8.43,29.21,0.81
-11.425,145.775,9.92,29.2,0.78
-11.425,146.025,9.74,29.23,0.82
-11.425,146.275,9.35,29.22,0.83
-11.425,146.525,9.09,29.2,0.75
-11.425,146.775,8.91,29.16,0.64
-11.425,147.025,8.8,29.15,0.63
-11.425,147.275,9.6,29.19,0.65
-11.425,147.525,9.43,29.2,0.71
-11.425,147.775,10.92,29.28,0.82
-11.425,148.025,10.47,29.52,1.0
-11.425,148.275,9.92,29.82,1.26
-11.425,148.525,9.34,29.97,1.48
